Name,Date,Rating,Title,Content
Guest,2025-02-18T07:47:53.000Z,5,Very fast and easy and all ready to go,N/A
Robert Godsman,2025-02-18T07:29:39.000Z,2,Was knocked out twice from the site,"Was knocked out twice from the site, especially at one point where I was close to finalising payment. Thought it was a scam"
customer,2025-02-18T03:19:20.000Z,5,It’s comfortable,"It’s comfortable, very clean, vending machine is cool and the water refill machine is amazing the water is so fresh. 10/10 also the people are chill"
Keith Judson,2025-02-18T03:05:30.000Z,5,Very easy process.,Web site very easy to use. Sign up process couldn’t be easier.
customer,2025-02-18T01:49:43.000Z,1,Join email didn’t include my pin,"Join email didn’t include my pin, caused a bit of fuss trying to get my account sorted"
Richard,2025-02-17T23:46:55.000Z,4,Can't fault the application process…,"Can't fault the application process once started. Easy to follow. Only criticism, is why different PureGyms have different pricing. Only found that out by looking at another one near me. 2 miles difference and yet cheaper by a few quid. So much for corporate transparency. Other than that, all good 👍🏼"
Stuart McElhinney,2025-02-17T22:32:54.000Z,1,Money lost,"Gym was too busy at time I wanted to go, didn't like the open plan aspect of it. Would be good to offer a look around at a cheap price before someone has to commit and lose £31 but there you go lesson learned"
Stuart Pearson,2025-02-17T22:30:17.000Z,5,Very simple and easy to join done in a…,Very simple and easy to join done in a matter of minutes absolutely no fuss at all
Josephine,2025-02-17T22:15:56.000Z,5,Lots of choices for classes,Lots of choices for classesStaffs are friendlyClean bathroom and showers
ashley,2025-02-17T22:06:47.000Z,5,great experience brings my  confidence…,great experience brings my  confidence out so much over all 10/10 highly recommend
customer,2025-02-17T21:34:32.000Z,4,Was ok,"Was ok. I had been planning to join as it's local to me, despite other gyms in the area I picked this one as it's got allot of parking and it's busy. Also I'm their shopping at Aldi twice weekly. I pressed the buzzer for assistance and a young lady kindly explained the online process. Once I had done this she came back to help me access the gym and explained how parking works. I could of benefitted from a small tour of the gym and just showing around."
customer,2025-02-17T21:25:41.000Z,4,Needs more leg workouts. No thigh workouts.,Needs more leg workouts. Not open 24 hours. Sundays it opens at 8am.
Precious Osifo,2025-02-17T21:05:05.000Z,5,Wonderful onboarding process,N/A
Lauren Michelle Richards,2025-02-17T20:45:57.000Z,5,Amazing 🤩 finally sign up,Good 😊 looking forward use on Monday 3rd march
G Lister,2025-02-17T20:30:06.000Z,4,The gym is decent staff are decwnt but…,The gym is decent staff are decent but the showers stink
Jason Woodward,2025-02-17T20:02:29.000Z,5,Very good,Very good And help full
customer,2025-02-17T19:35:54.000Z,5,Great gym,"Great gym, amazing ladies area and very friendly"
customer,2025-02-17T19:33:04.000Z,1,It was highlighted that I need…,It was highlighted that I need disability support and I do not
Joanna T,2025-02-17T19:29:54.000Z,5,very easy to join,"very easy to join, all info very clear"
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
Simon,2025-02-17T19:18:31.000Z,3,Not a huge fan of matrix!,"I thought the gym was well spaced out, plenty of equipment so I didn’t have to wait to use machines or free weights. however I’m not a huge fan of matrix fitness equipment, I don’t know what it is about their machines, I think it’s just me. I would definitely recommend this gym to anyone looking to join a gym.This gym offers great value for money."
Mark Santo,2025-02-17T19:16:38.000Z,2,The app will not let me join,The app will not let me join. After many times trying to join on the website I managed it only for the app to repeatedly tell me I'm a guest.
John  Lyttle,2025-02-17T19:04:51.000Z,5,Always able to get the equipment I…,"Always able to get the equipment I require.  The gym is clean, tidy and well layed out."
customer,2025-02-17T18:58:20.000Z,5,The Manager was so so helpful and very…,The Manager was so so helpful and very nice lady.
anoymous,2025-02-17T18:47:17.000Z,2,Miserable Assistant Manager,Miserable Assistant Manager.  Been going to classes at lots of gyms for years and most PT's who do the classes are great and very encouraging but this lady wasn't either.  She was rude and I found out later from another member that she had been moved from Chelmsford branch as they were unhappy with her as well.  Won't be going back.
Melissa,2025-02-17T18:46:55.000Z,5,Really easy,Really easy. Got a discount online. Friendly gym staff and other members helped me out till I found all the bits and machines I needed. Nice space.
Fatih Devrim Bayar,2025-02-17T18:32:40.000Z,1,I’ve been going to palmers green gym…,I’ve been going to palmers green gym for more than a year now.every single time I go there there’s same problem.the air conditioning blowing cold air in the middle of the winter.i get warm up and after 2min you are cold again.this is unacceptable people can get injuries because of this.i have tried to talk to the staff including the maneger non of them seems to care.ive talk to one lady who works there but she was not helpful at all.she was very moody she didn’t even look at my face and said she doesn’t wanna  fall out with the manager.like I said I’ve been there for long time and this lady seems to care about only her friends.only one young guy who works there is very helpfull.but the others just sit in their position and play with their phones and chatting among theirselfs.i will probably join to a different gym I had enough with this people.
Adriana Serban,2025-02-17T18:24:51.000Z,4,The gym is quite small and always cold.,N/A
customer,2025-02-17T18:09:17.000Z,5,I get what I need and nothing else.,N/A
Alexandrina,2025-02-17T17:00:32.000Z,3,The gym it’s very nice and clean,The gym it’s very nice and clean
customer,2025-02-17T16:35:58.000Z,1,Had to constantly retype my bank…,Had to constantly retype my bank details over and over again
John,2025-02-17T16:33:05.000Z,2,Should have waited,Just a few days after I joined there were significant discounts offered. Very disappointed that these were not offered to me.
Fiona Downie,2025-02-17T15:33:29.000Z,5,Falkirk Personal Trainer experience,I had a stroke 1 year ago and Lauren the personal trainer is helping me to build my strength. Today was my 1st appointment and it felt great to use muscles that haven’t been used since my stroke
Tom Lorenzo,2025-02-17T15:26:28.000Z,1,Disappointing Experience & Terrible Refund Process,"My experience at PureGym was mediocre at best. The equipment was average, nothing special, and the overall hygiene was poor. The entire gym smelled bad, making workouts unpleasant, and while the showers looked clean, they still smelled awful - likely due to the type of people using them (I’ll let you read between the lines).To top it off, their refund process is a complete joke. I requested a refund 20 days ago, and I’m still waiting. Despite multiple emails, they keep delaying and making excuses instead of simply returning my money. At this point, it feels like they’re dragging it out on purpose.Avoid this gym if you expect basic hygiene and decent customer service. PureGym is cheap for a reason."
Vin,2025-02-17T15:26:11.000Z,1,Grumpy inductor with a bad attitude,N/A
Peter Mockford,2025-02-17T15:15:06.000Z,5,Very straightforward,N/A
Red,2025-02-17T14:58:34.000Z,5,Longitivity equals good health and exercise,Arriving at reception knowing what I wanted from my visit and being helped by a very supportive well mannered dude made my morning!Simplicity and I was joined in minutes!A tour of duty and it’s all down to me now!!!
John Parker,2025-02-17T14:58:24.000Z,5,Pure Gym,Quick and Easy to join. Open 24hrs a day.
Karen Schumer,2025-02-17T14:47:10.000Z,1,Canterbury Sturry Road poor re furb,"After the refurbishment, i find it strange the layout! all the machines are too tightly packed, you have to walk through the cable machines to get to the ladies toilet.  The cable machines while being used, are dangerous to walk through, someone is going to get hurt. Over the last week, i have seen so many people 'collide' with each other, while one person is using the cable machines, and the other person is walking to the drink machine or ladies changing room.  Also there is no marked out 'pathway' inside the gym to walk 'safely' around the gym or to get from A to B safely.  The new refurb is in my opinion, poorly planned. Poorly designed."
Pamela Agada,2025-02-17T14:35:24.000Z,4,Good I love their service,Good I love their service
SW,2025-03-21T14:48:13.000Z,Rated,N/A,N/A
Lucy,2025-03-21T00:01:17.000Z,Rated,N/A,N/A
customer_,2025-03-21T03:50:33.000Z,Rated,N/A,N/A
customer,2025-03-21T04:32:33.000Z,Rated,N/A,N/A
customer,2025-02-17T14:06:42.000Z,3,Midi,No water fountain Quantity of equipment was low No sponge cushion for the bar on the smith machine.Everything else was fine
Paul Hutchinson,2025-02-17T13:20:58.000Z,5,Great equipment,"Great equipment,  friendly atmosphere, clean, great classes and trainers"
customer,2025-02-17T13:07:15.000Z,5,easy and quick to set up,"easy and quick to set up, very good management and staff"
Andy Hill,2025-02-17T11:35:53.000Z,5,Previous member,N/A
John Cox,2025-02-17T10:45:14.000Z,4,I train early hours of the morning and…,"I train early hours of the morning and it's quite empty so I can get on most of the equipment, also you can't argue over price per month considering you can use it every day 💪🏻"
Stephen,2025-02-17T10:14:44.000Z,5,James was very helpful and made me feel…,James was very helpful and made me feel at ease when I went in for a chat. Spent time answering all my questions chat wait to get in the gym.
Shaun  Turner,2025-02-17T10:12:56.000Z,5,Just easy to join  again  brilliant,Just easy to join  again  brilliant
